Id;TipoOperacion;Region;Comuna;EstaPublicada;EstaEliminada;CodigoPropiedad;Dormitorios;Banos;AñoConstruccion;FechaPublicacionDespliegue;MetrosUtiles;MetrosConstruidos;MetrosTerreno;MetrosTerraza;PrecioDesde;PrecioHasta;PrecioPesos;PrecioUF;Latitud;Longitud;CantidadVisitas;CantidadFavoritos;CantidadInteresados;Exitosa;NombreCorredora;UriFicha
1091751;Arriendo;Metropolitana;Las Condes;true;false;;3;3;0;02-10-2018;100.0;110.0;0.0;0.0;600000.0;600000.0;600000.0;21.766109369620825;-33.4247;-70.5851;375;5;0;true;Fuenzalida Propiedades Vitacura;https://www.toctoc.com/propiedades/arriendocorredorasr/departamento/las-condes/vaticano-alcantara/1091751
1130679;Arriendo;Metropolitana;Las Condes;true;false;;5;4;0;05-12-2018;170.0;178.0;0.0;0.0;1350000.0;1350000.0;1350000.0;48.97374608164685;-33.4202;-70.5851;29;0;1;true;Fuenzalida Propiedades Apoquindo Rosario Norte;https://www.toctoc.com/propiedades/arriendocorredorasr/departamento/las-condes/colegio-verbo-divino-colegio-verbo-divino-villa-maria/1130679
1097751;Arriendo;Metropolitana;Las Condes;true;false;;3;2;0;11-10-2018;89.0;95.0;0.0;0.0;750000.0;750000.0;750000.0;27.20763671202603;-33.4241;-70.5807;58;0;0;true;Fuenzalida Propiedades El Golf;https://www.toctoc.com/propiedades/arriendocorredorasr/departamento/las-condes/colon-avenida-cristobal-colon-con-flandes/1097751
1046698;Arriendo;Metropolitana;Vitacura;true;false;;4;4;0;11-07-2018;146.0;186.0;0.0;0.0;1300000.0;1300000.0;1300000.0;47.15990363417845;-33.3753;-70.5248;66;0;0;true;Fuenzalida Propiedades Vitacura;https://www.toctoc.com/propiedades/arriendocorredorasr/departamento/vitacura/tabancura-san-damian/1046698
1018320;Arriendo;Valparaiso;Viña del Mar;true;false;;4;2;0;25-05-2018;138.0;138.0;0.0;0.0;690000.0;690000.0;690000.0;25.03102577506395;-33.0206;-71.5495;229;0;1;true;Fuenzalida - Viña Del Mar.;https://www.toctoc.com/propiedades/arriendocorredorasr/departamento/vina-del-mar/vina-oriente-oriente/1018320
1068992;Arriendo;Valparaiso;Viña del Mar;true;false;;2;2;0;17-08-2018;60.0;65.0;0.0;0.0;400000.0;400000.0;400000.0;14.510739579747217;-33.0207;-71.5449;239;1;5;true;Fuenzalida - Viña Del Mar.;https://www.toctoc.com/propiedades/arriendocorredorasr/departamento/vina-del-mar/vina-oriente-5-oriente/1068992
1099280;Arriendo;Valparaiso;Viña del Mar;true;false;;3;2;0;13-10-2018;0.0;75.0;0.0;0.0;460000.0;460000.0;460000.0;16.687350516709298;-33.027;-71.5451;115;1;0;true;Fuenzalida - Viña Del Mar.;https://www.toctoc.com/propiedades/arriendocorredorasr/departamento/vina-del-mar/vina-centro-vina-plaza-2/1099280
1086423;Arriendo;Valparaiso;Viña del Mar;false;false;;3;2;0;22-09-2018;94.0;109.0;0.0;0.0;0.0;0.0;0.0;0.0;-32.9566;-71.5443;68;0;0;true;Fuenzalida Propiedades Reñaca;https://www.toctoc.com/propiedades/arriendocorredorasr/departamento/vina-del-mar/renaca-renaca/1086423
1084669;Arriendo;Valparaiso;Viña del Mar;true;false;;2;2;0;14-09-2018;60.0;68.0;0.0;0.0;450000.0;450000.0;450000.0;16.324582027215616;-32.9524;-71.5443;120;0;1;true;Fuenzalida Propiedades Reñaca;https://www.toctoc.com/propiedades/arriendocorredorasr/departamento/vina-del-mar/renaca-edmundo-eluchans/1084669
1096141;Arriendo;Valparaiso;Viña del Mar;true;false;;3;2;0;09-10-2018;94.0;104.0;0.0;0.0;550000.0;550000.0;550000.0;19.952266922152422;-32.9577;-71.5441;64;0;0;true;Fuenzalida Propiedades Reñaca;https://www.toctoc.com/propiedades/arriendocorredorasr/departamento/vina-del-mar/renaca-la-foresta/1096141
1121343;Arriendo;Valparaiso;Viña del Mar;true;false;;2;2;0;24-11-2018;1.0;1.0;0.0;0.0;400000.0;400000.0;400000.0;14.510739579747217;-32.9566;-71.5448;54;0;1;true;Fuenzalida Propiedades Reñaca;https://www.toctoc.com/propiedades/arriendocorredorasr/departamento/vina-del-mar/renaca-renaca/1121343
1121345;Arriendo;Valparaiso;Viña del Mar;true;false;;2;2;0;24-11-2018;50.0;58.0;0.0;0.0;400000.0;400000.0;400000.0;14.510739579747217;-32.9566;-71.5446;46;0;1;true;Fuenzalida Propiedades Reñaca;https://www.toctoc.com/propiedades/arriendocorredorasr/departamento/vina-del-mar/renaca-renaca/1121345
1128610;Arriendo;Valparaiso;Viña del Mar;true;false;;2;2;0;01-12-2018;55.0;67.0;0.0;0.0;450000.0;450000.0;450000.0;16.324582027215616;-32.9586;-71.5445;51;0;0;true;Fuenzalida Propiedades Reñaca;https://www.toctoc.com/propiedades/arriendocorredorasr/departamento/vina-del-mar/renaca-renaca/1128610
1064147;Arriendo;Valparaiso;Viña del Mar;true;false;;3;3;0;09-08-2018;126.0;0.0;0.0;0.0;32.0;32.0;882105.0;32.0;-32.9598;-71.5447;92;0;0;true;Fuenzalida Propiedades Reñaca;https://www.toctoc.com/propiedades/arriendocorredorasr/departamento/vina-del-mar/renaca-renaca/1064147
1099284;Arriendo;Valparaiso;Viña del Mar;true;false;;2;2;0;13-10-2018;98.0;150.0;0.0;0.0;500000.0;500000.0;500000.0;18.13842447468402;-32.9566;-71.5492;95;0;0;true;Fuenzalida - Viña Del Mar.;https://www.toctoc.com/propiedades/arriendocorredorasr/departamento/vina-del-mar/renaca-renaca/1099284
1121335;Arriendo;Valparaiso;Concón;true;false;;2;2;0;24-11-2018;62.0;72.0;0.0;0.0;400000.0;400000.0;400000.0;14.510739579747217;-32.95;-71.5405;25;0;0;true;Fuenzalida Propiedades Reñaca;https://www.toctoc.com/propiedades/arriendocorredorasr/departamento/concon/pinares-de-montemar-bosques-de-montemar/1121335
